id,temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
584,90.01,29.92,69.22,3.9,4.48,1
585,67.67,46.97,56.59,4.77,2.14,0
586,71.7,58.99,45.64,1.3,2.42,0
587,61.51,59.22,42.67,1.37,3.96,0
588,88.92,25.74,55.18,4.49,2.53,1
589,78.31,59.64,74.32,2.87,2.89,0
590,73.68,35.9,76.76,1.25,1.73,0
591,81.13,67,63.76,4.83,2.52,0
592,71.3,64.66,45.1,2.98,4.09,0
593,68.95,45.05,79.8,2.47,4.2,0
594,63.19,54.05,50.18,4.96,4.8,0
595,61.91,39.11,46.05,1.82,2.19,0
596,85.71,58.37,51.93,1.69,1.95,0
597,87.68,56.16,69.72,1.95,3.01,0
598,58.04,46.78,63.17,1.31,4.08,0
599,74.49,76.5,32.85,2.4,2.17,0
600,76.06,23.51,41.13,2.69,3.89,0
601,68.5,45.1,58.4,1.89,1.64,0
602,66.85,40.79,77.97,3.23,2.79,0
603,76.01,37.47,32.26,3,4.95,0
604,68.03,44.49,34.8,4.58,2.12,0
605,75.32,22.72,31.78,1.02,2.65,0
606,64.2,25.54,30.28,4,1.88,0
607,69.16,48.38,78.65,1.74,3.78,0
608,72.23,47.81,54.83,4.33,1.9,0
609,71.66,48.06,72.78,3.66,4.15,1
610,86.46,19.75,37.54,4.44,0.51,0
611,69.48,36.44,68.44,1.26,2.71,0
612,84.43,48.93,30.75,1.34,2.49,0
613,45.24,20.02,38.52,1.21,0.87,0
614,75.02,36.47,37.36,1.55,4.55,0
615,54.05,56.34,53.7,3.51,1.51,0
616,87.33,50.43,66.86,1.15,2.54,0
617,95.25,58.8,51.77,4.63,4.31,1
618,74.64,53.31,77.56,1.17,2.65,0
619,92.22,34.16,72.03,3.29,3.21,1
620,67.03,46.88,30.23,1.16,3.71,0
621,84.82,54.31,53.94,4.47,4.06,1
622,83.46,21.38,49.68,2.35,2.7,0
623,73.47,54.69,43.6,1.58,3.77,0
624,74.91,52.64,52.85,2.58,4.11,0
625,78.32,72.87,60.7,2.49,3.13,0
626,77.06,16.8,73.13,3.1,3.54,1
627,78.44,62.82,66.3,1.81,2.77,0
628,96.39,60.39,41.63,1.52,2.8,1
629,95.05,10.32,39.36,4.13,1.73,1
630,83.48,37.94,56.43,1.23,3.18,0
631,95.68,66.6,76.6,1.32,4.61,1
632,64.04,46.91,66.55,2.5,2.73,0
633,83.23,53.2,36.13,1.14,2.74,0
634,83.62,34.8,30.42,3.71,1.14,0
635,70.88,65.02,72.48,3.39,2.43,0
636,96.56,54.57,72.51,3.95,4.26,1
637,91.18,37.27,48.21,1.53,1.24,1
638,80.36,61.86,66.74,3.27,4.25,0
639,67.92,68.37,79.63,2.2,4.78,0
640,59.64,53.75,46.06,1.54,1.49,0
641,64.67,78.75,45.52,1.67,1.86,0
642,91.39,41.25,40.37,2.02,2.19,1
643,72.27,63.02,69.5,3.71,3.71,0
644,86.53,50.65,49.45,4.3,1.77,0
645,78.65,26.2,65.15,3.55,4.19,0
646,54.75,51.51,51.86,2.3,2.85,0
647,72.39,55.62,42.12,1.29,3.02,0
648,65.42,44.37,32.85,2.69,2.42,0
649,83.33,32.9,62.48,2.58,0.69,0
650,83.88,40.05,70.78,2.28,3.83,0
651,73.15,58.89,74.5,4.77,2.19,0
652,90.41,43.01,30.55,3.02,0.64,1
653,85.82,38.82,47.26,1.7,0.91,0
654,70.72,48.33,75,2.31,0.81,0
655,80.46,27.15,78.62,4.42,1.71,0
656,67.08,49.65,74.4,1.62,4.37,0
657,71.64,45.07,69.42,1.57,4.01,0
658,81.09,49.53,39.52,1.78,1.78,0
659,75.59,23.97,32.29,1.34,2.77,0
660,60.83,43.7,60.89,4.8,1.04,0
661,79.16,51.17,53.46,4.48,1.71,0
662,71.81,52.69,58.81,4.72,2.44,0
663,67.03,51.06,65.02,2.96,2.09,0
664,64.05,43.18,48.17,3.47,2.16,0
665,73.07,44.36,47.99,3.04,3.76,0
666,77.55,71.51,65.54,3.38,3.69,0
667,72.69,56.1,33.44,1.83,1.32,0
668,78.06,31.07,77.81,4.04,4.39,0
669,72.38,50.88,34.82,4.48,4.33,0
670,80.91,73.9,67.66,1.74,2,0
671,73.53,65.87,46.32,3.03,2.86,0
672,58.64,45.21,50.2,4.46,1.52,0
673,63.01,36.83,74.89,1.36,4,0
674,69.74,39.78,61.59,4.68,0.93,0
675,87.6,48.09,54.19,4.76,4.97,1
676,65.45,49.84,56.87,1.7,2.53,0
677,78.93,55.82,53.24,3.91,3.08,0
678,79.07,33.64,63.22,2.35,2.27,0
679,62.83,64.62,51.31,2.57,1.28,0
680,72.3,41.67,31.1,4.58,4.34,0
681,76.55,53.82,52.69,4.77,4.52,0
682,72.2,64.55,42.63,4.92,4.29,0
683,80.67,45.28,76.66,3.16,1.14,0
684,80.29,59.12,64.01,4.66,2.87,0
685,77.12,41.63,75.2,4.78,1.88,0
686,84.18,47.16,65.81,3.93,3.7,0
687,74.96,66.4,36.47,2.42,2.18,0
688,76.13,43.65,33.62,2.96,3.39,0
689,77.83,62.37,77.86,4.75,2.71,0
690,64.02,37.48,75.56,4.07,4.36,0
691,80.8,35.87,70.77,4.05,2.74,0
692,68.87,55.12,63.18,2.43,3.89,0
693,72.87,32.45,74.81,1.18,4.95,0
694,80.47,48.66,45.88,4.98,0.71,0
695,79.47,40.69,48.69,3.82,1.01,0
696,60.79,38.19,68.3,4.66,3.78,0
697,60.88,57.31,48.04,1.03,2.45,0
698,65.04,57.97,75.64,2,1.15,0
699,77.01,43.73,34.39,3.2,4.17,1
700,88.07,58.56,76.1,3.66,1.07,0
701,70.18,65.85,52.01,4.22,1.69,0
702,65.58,67.4,34.08,4.18,4.81,0
703,65.63,39.09,41.11,3.25,1.4,1
704,79.37,25.08,78.56,4.07,0.64,0
705,85.75,59.03,76.15,3.38,2.24,0
706,85.18,46.67,36.08,2.93,3.65,0
707,68.25,50.64,42.52,2.38,0.9,0
708,59.83,51.22,57.82,3.37,1.07,0
709,75.84,42.91,69.99,3.46,4.47,0
710,89.82,78.01,31.13,4.59,2.77,0
711,79.32,54.16,78.41,3.9,4.93,0
712,61.42,55.58,65.65,3.85,2.54,0
713,74.33,50.71,44.95,3.66,2.07,0
714,64.9,63.76,56.11,3.82,2.85,0
715,78.3,34.9,77.82,4.68,2.14,0
716,74.57,40.96,59.8,2.79,0.95,0
717,72.27,50.5,43.93,2.44,2.37,0
718,68.69,66.29,70.88,1.78,1.79,0
719,79.26,51.71,38.86,1.2,1.05,0
720,86.94,37.27,54.06,2.58,3.15,0
721,91.18,71.43,49.57,2.78,1.02,1
722,79.13,38.93,70.07,1.75,1.43,0
723,87.71,51.59,39.92,1.15,3.63,0
724,64.89,46.14,30.52,2.77,4.8,0
725,71.65,49.86,61.17,1.83,1.43,0
726,65.42,33.59,49.42,1.29,3.76,0
727,70.12,56.25,46.83,1.75,3.57,0
728,64.74,58.69,71.63,3.1,2.89,0
729,91.29,57.8,62.66,2.47,1.63,1
730,71.27,46.65,68.63,4.86,1.01,0
731,73.59,69.48,56.14,2.03,4.29,0
732,59.54,52.94,61.21,4.88,3.54,0
733,54.93,66.1,64.96,3.65,4.2,0
734,92,53.3,61.3,3.11,3.9,1
735,72.61,57.88,68.31,1.39,1.22,0
736,97.94,56.19,53.36,2.92,1.57,1
737,73.5,39.83,49.98,3.73,0.61,0
738,62.56,67.52,42.79,3.33,0.79,0
739,75.22,53.17,30.33,4.66,0.89,0
740,75.74,57.73,69.06,4.39,4.73,0
741,76.44,47.14,48.09,2.39,1.1,0
742,74.3,36.43,34.3,1.01,1.95,0
743,59.86,9.22,52.25,4.12,3.52,0
744,59.65,50.23,75.21,2.12,1.06,0
745,86.64,64.2,50.89,2.65,3.57,0
746,94.67,63.2,72.88,3.78,1.84,1
747,72.13,62.47,39.07,4.76,0.72,1
748,56.71,17.95,79.01,4.23,4.28,0
749,87.04,54.08,54.84,3.07,2.34,0
750,66.52,29.03,43,4.52,2.47,0
751,78.48,64.39,73.34,2.57,3.79,0
752,69.76,47.17,79.68,2.04,2.99,0
753,70.06,76.89,43.35,4.56,4.84,0
754,66.37,54.08,43.41,3.84,2.09,1
755,88.97,67.24,78.34,2.37,3.5,0
756,79.52,53.36,65.06,2.17,3.75,0
757,78.31,55.15,56.67,1.51,1.44,0
758,75.38,63.93,49.76,4.33,1.61,1
759,78.85,50.05,41.76,1.04,2.27,0
760,63.15,52.56,70.12,4.68,4.58,0
761,80.23,60.36,58.35,4.03,2.9,0
762,87.09,73.8,36.99,2.98,1.3,0
763,77.2,35.78,56.52,2.43,4.08,0
764,83.66,33.33,46.26,2.92,4.6,0
765,70.93,56.49,72.89,4.71,2.32,0
766,79.09,47.5,57.52,2.4,0.76,0
767,71.13,60.31,54.46,4.34,1.73,0
768,58.53,53.04,63.38,4.41,3.83,1
769,72.65,39.98,74.69,2.27,2.5,0
770,86.26,63.71,69.01,4.59,1.8,0
771,61.66,59.59,39.53,2.14,1.85,0
772,91.32,33.41,53.38,1.55,2.96,1
773,69.48,46.44,48.25,1.51,4.19,0
774,80.63,65.13,77.82,4.89,2.01,0
775,90.18,55.82,50.18,3.41,3.8,1
776,93.28,42.57,55.06,2.43,4.43,1
777,91.08,73.84,59.04,3.54,2.09,1
778,67.41,74.19,42.81,4.89,2.78,0
779,86.44,63.48,55.04,2.51,0.51,0
780,69.07,64.31,36.21,2.62,0.94,1
781,65.61,28.06,49.79,3.28,1.62,0
782,69.13,24.3,79.73,3.95,3.19,0
783,87.65,40.19,58.39,2.68,3.99,0
784,70.3,50.1,61.78,4.89,3.77,0
785,67.21,16.75,59.39,3.13,3.55,0
786,91.01,65.69,32.19,2.29,3.68,1
787,73.64,77.32,70.69,2.14,1.89,0
788,81.54,42.66,42.37,3.7,0.52,1
789,65.59,58.97,36.64,3.93,4.92,0
790,71.05,65.95,79.48,4.06,2.72,0
791,72.98,59.9,66.81,2.09,4.04,1
792,69.21,58.99,75.41,3.55,2.2,1
793,74.19,67.64,48.11,1.66,4.09,0
794,66.11,68.57,52.63,2.1,1.05,1
795,74.24,47.92,50.66,4.91,4.27,0
796,86.4,55.71,56.8,2.79,4.73,1
797,58.27,75.63,75.85,5,1.13,0
798,73.68,42.61,46.94,4.61,2.74,0
799,70.19,57.82,78.22,1.71,4.95,0
800,69.22,31.75,36.72,2.95,0.94,0
801,94.53,36.11,66.57,2.49,4.83,1
802,89.46,36.98,75.97,2.03,3.05,1
803,70.1,45.05,61.35,2.3,3.5,1
804,61.45,39.49,42.14,1.7,3.87,0
805,90.21,57.19,46.74,4.74,4.07,1
806,79.01,59.03,50.25,4.3,2.61,0
807,63.45,37.88,61.06,2.95,1.99,0
808,65.89,61.43,76.5,1.36,3.53,0
809,76.05,26.9,38.04,4.28,2.02,1
810,92.55,33.24,69.48,3.54,2.75,1
811,71.32,45.93,54.78,2.85,3.76,0
812,79.54,36.75,35.42,2.64,4.04,0
813,69.09,55.19,65.43,1.24,4.63,0
814,79.74,69.03,37.32,3.84,3.61,0
815,58.7,63.48,39.53,3.09,2.41,1
816,81.39,43.38,33.08,1,2.67,0
817,77.42,45,54.13,2.48,0.99,0
818,66.75,54.02,52.84,3.12,3.21,0
819,41.49,49.29,74.26,3.45,1.96,1
820,91.25,39.89,59.84,2.29,4.4,1
821,57.6,59.84,40.48,2.28,3.8,0
822,87.62,50.35,68.16,2.84,2.43,0
823,66.74,33.57,45.18,4.72,2.95,1
824,78.81,72.2,47.87,2.35,0.84,0
825,81.15,52.98,77.23,3.55,3.39,1
826,91.55,12.21,52.22,4.14,1.07,1
827,64.16,60.53,39.76,3.25,1.07,0
828,74.61,49.91,37.04,3.03,1.2,0
829,65.36,46.2,48.63,2.84,3.45,0
830,64.56,27.58,55.1,2.93,2.3,0
831,75.93,69.83,75.78,2.29,3.83,0
832,83.4,46.45,40.26,2.25,1.7,0
833,99.86,14.9,54.25,4.35,0.74,1
834,72.8,34.56,76.32,1.2,4.21,1
835,74.3,50.74,64.4,2.33,2.11,0
836,74.95,51.21,36.54,4.62,0.99,0
837,76.64,39.72,54.45,4.63,2.82,1
838,77.52,58.04,39.5,2.24,1.67,0
839,63.45,32.13,61.01,4.73,2.4,0
840,47.46,48.77,61.74,2.34,0.65,0
841,72.3,52.42,57.1,1.48,2.91,0
842,94.61,36.08,38.47,4.72,4.58,1
843,75.73,65.16,64.08,2.87,2.22,0
844,73.67,67.97,65.17,2.49,3.45,0
845,74.78,51.17,46.91,1.01,2.44,0
846,68.01,53.42,57.81,3.73,2.7,0
847,74.01,62.75,32.98,3.33,2.9,0
848,75.45,56.71,67.3,3.65,2.56,0
849,75.4,49.11,47.37,3.8,2.46,0
850,76.12,63.09,53.81,4.04,4.27,0
851,76.03,75.4,47.04,1.79,3.65,0
852,74.38,46.71,76.98,3.78,3.82,0
853,86.36,44.02,52.7,4.86,2.34,0
854,93.94,68.78,55.78,2.73,4.09,1
855,58.11,40.35,72.54,4.18,2.2,0
856,69.44,33.78,64.99,4.82,1.03,0
857,52.81,48.08,59.95,2.79,1.65,0
858,79.98,64.64,60.91,3.16,4.79,0
859,87.47,75.27,43.09,3.24,1.45,0
860,76.11,52.17,70.57,3.57,4.61,1
861,76.22,53.73,32.92,1.46,0.81,0
862,69.24,53.48,75.09,2.48,4.8,0
863,76.88,48.76,36.46,4.5,1.91,0
864,74.25,50.81,35.42,3.78,4.19,1
865,85.84,59.66,74.96,1.43,3.97,0
866,95.4,63.37,64.04,1.9,3.99,1
867,90.58,81.83,46.43,3,0.97,1
868,97.66,64.69,50.91,4.08,2.49,1
869,81.54,54.89,51.29,3.4,1.42,1
870,78.37,48.19,30.3,3.37,0.75,0
871,74.84,26.5,40.87,1.76,1.78,0
872,78.72,15.9,36.29,3.61,3.45,0
873,78.38,39.26,38.64,4.45,4.33,0
874,88.24,80.9,48.63,1.34,1.51,1
875,73.23,53.56,49.28,1.93,3.34,0
876,64.54,36.31,60.01,4.26,2.65,0
877,74.7,54.51,79.87,1.46,1.4,0
878,65.77,39.28,71.51,3.48,4.33,0
879,72.86,64.84,45.06,1.53,3.74,0
880,57.76,91.87,53.46,1.91,3.83,1
881,75.36,47.32,56.7,2.45,2.33,0
882,66.18,47.81,63.92,1.74,1.27,1
883,82.45,47.73,51.28,3.93,1.69,0
884,71.22,62.35,71.9,1.59,2.42,1
885,55.85,34.71,68.64,4.98,1.6,0
886,70.94,46.92,68.95,3.17,4.4,0
887,74.17,38.69,51.74,4.75,3.38,0
888,78.33,46.09,74.83,1.49,3.77,0
889,80.31,72.86,62.41,4.08,0.51,0
890,66.94,35.88,40.04,2.98,4.9,0
891,67.38,69.32,51.55,2.03,4.11,0
892,74.71,44.38,54.1,2.11,2.7,0
893,78.04,43.43,35.56,4.26,4,0
894,79.73,45.23,46.76,3.21,4.02,0
895,84.51,76.79,76.97,1.19,4.92,0
896,58.24,56.12,72.86,2.99,3.02,0
897,84.7,29.39,35.61,1.07,0.96,0
898,83.19,62.32,76.28,3.66,3.82,0
899,83.5,44.96,45.79,1.84,1.1,0
900,72.78,53.53,54.9,4.16,2.43,0
901,77.55,31.82,30.37,2.92,2.89,0
902,79.93,29.6,65.67,3.3,1.44,0
903,73.16,53.22,75.96,4.28,4.07,0
904,84.51,42.22,67.27,1.67,2.74,0
905,63.18,47.03,60.69,2.24,3.33,0
906,82.2,51.01,53.83,3.65,0.68,0
907,79.95,36.95,71.55,3.55,3.16,1
908,90.2,82.44,61.63,2.55,1.69,1
909,94.39,74.31,74.95,3.1,3.58,1
910,73.08,66.84,42.03,4.54,2.65,1
911,90.38,64.09,54.17,2.39,1.66,1
912,78.03,58.07,54.5,2.08,4.13,0
913,78.32,45.79,66.43,2.88,1.56,0
914,78.95,46.37,59.51,1.11,4.43,0
915,61.62,54.7,73.38,3.52,3.69,0
916,86.35,51.2,78.34,3.92,4.49,0
917,61.12,31.3,79.85,3.07,4.16,0
918,80.04,52.64,71.01,3.29,1.34,0
919,49.94,35.38,55.59,4.1,3.5,0
920,72.83,51.22,64.1,4.06,3.77,0
921,74.9,48.55,77.14,4.83,1.97,0
922,81.39,41.41,70.43,2.08,2.26,1
923,89.51,39.9,63.57,1.68,3.25,0
924,74.24,46.31,58.82,4.44,0.64,0
925,62.54,61.21,36.01,3.45,4.52,0
926,70.52,60.78,45.74,3.6,3.03,0
927,77.36,54.78,54.37,2.18,3.84,0
928,76.55,24.03,33.12,4.32,4.13,1
929,57.61,72.46,64.82,4.34,0.94,0
930,69.88,40.91,34.69,3.24,3.83,0
931,69.67,65.9,61.57,4.09,4.22,0
932,72.92,50.92,76.09,3.9,1.8,1
933,81,45.05,42.93,1.95,2.55,1
934,67.11,47.69,32.85,4.32,0.85,0
935,85.67,31.78,46.82,4.52,2.45,0
936,82.39,28.77,63.1,2.75,4.88,0
937,54.08,37.85,71.93,5,0.83,0
938,70.82,48.4,78.77,4.19,2.01,0
939,77.12,37.46,57.24,3.06,0.99,0
940,90.11,76.2,39.54,2.69,0.92,1
941,63.01,29.34,68.87,1.26,4.26,1
942,57.76,71.85,45.96,3.79,3.45,0
943,77.23,47.53,41.39,4.17,3.77,0
944,64.93,64.8,49.46,1.98,1.22,1
945,74.27,46.78,50.73,2.67,3.4,0
946,67.71,62.09,70.28,2.48,1.07,1
947,84.21,40.08,42.97,1.3,1.67,0
948,82.43,55.15,70.54,4.88,1.66,0
949,68.94,23.53,30.08,1.74,2.8,0
950,90.11,61.03,65.19,1.98,2.79,1
951,75.64,64.8,48.53,3.24,1,0
952,78.31,59.34,31.74,3.55,4.91,0
953,68.38,53.62,58.3,2.36,3.04,0
954,67.63,55.26,64.32,1.26,3.39,1
955,90.33,49.88,32.42,1.77,1.52,1
956,76.16,27.38,49.65,4.27,3.99,0
957,77.27,64.03,61.09,3.16,4.73,0
958,69.89,69.78,36.98,3.9,4.99,0
959,77.73,76.69,78.85,1.12,4.77,0
960,75.18,37.6,66.34,1.21,1.31,0
961,74.82,58.15,79.14,4.08,1.8,0
962,91.51,53.92,72.93,2.42,1.73,1
963,76.34,49.88,65.1,4.78,0.82,0
964,63.68,60.99,40.06,3.99,2.05,0
965,79.98,73.39,51.78,1.21,1.26,0
966,71.32,32.44,77.63,1.34,2.7,0
967,64.86,57.34,72.36,4.75,4.75,0
968,67.85,56.87,62.68,2.64,1.17,0
969,85.9,50.6,53.03,4.16,4.39,1
970,64.72,46.44,51.81,4.37,4.09,0
971,65.22,42.78,51.35,1.77,1.17,0
972,75.63,49.64,39.47,1.33,3.91,0
973,71.72,43.05,52.71,1.61,3.15,0
974,65.19,49.54,31.28,4.79,3.02,0
975,84.2,37.94,59.17,4.24,1.89,1
976,70.78,71.33,71.78,2.92,4.39,0
977,62.05,38.38,70.54,2.12,3.19,0
978,77.99,43.36,63,4.35,4.52,0
979,83.14,41.83,78.17,3.03,1.78,0
980,79.7,24.9,39.17,3.55,0.89,1
981,81.58,54.36,42.47,1.97,1.65,0
982,81.42,72.99,30.04,1.49,2.19,0
983,72.32,56.52,37.21,2.96,1.28,0
984,70.36,18.75,51.12,2.15,4.12,0
985,68.28,31.02,48.79,4.15,0.81,1
986,74.93,36.65,37.99,4.15,3.89,0
987,58.64,61.62,38.3,4.84,1.34,0
988,63.45,54.75,75.84,2.61,1.05,0
989,88.29,70.65,79.51,3.18,0.88,1
990,83.97,26.43,79.87,4.08,1.57,0
991,76.55,39.09,69.22,1.65,2.12,0
992,90.28,61.03,78.48,2.33,2.82,1
993,78.82,48.79,44.5,4.79,0.99,0
994,75.28,80.23,68.64,3.24,4.18,1
995,61.46,51.37,54.88,3.86,3.17,1
996,72.23,21.35,68.73,2.16,1.82,0
997,84.79,39.11,44.56,1.02,0.82,0
998,80.6,46.36,47.32,3.33,4.96,0
999,94.57,35.87,78.73,2.3,2.37,1
1000,75.24,38.92,57.71,1.23,2.78,0
1001,49.41,54.67,64.25,1.89,1.97,0
1002,78.85,71.29,64.2,1.42,0.78,0
1003,50.51,55.1,40.33,4.96,3.37,0
1004,70.21,29.85,59.71,4.49,1.41,0
1005,83.93,64.92,44.84,3.48,2.04,0
1006,91.84,71.84,39.45,2.98,1.91,1
1007,64.65,57.65,56.53,1.48,4.49,0
1008,78.99,59.84,63.11,1.97,4.03,0
1009,90.76,46.08,33.19,3.43,0.65,1
1010,75.96,52.4,42.89,3.1,4.71,0
1011,68.84,74.15,70.93,4.72,3.44,0
1012,93.47,68.38,61.31,3.19,1.29,1
1013,84.92,35.82,36.48,2.76,1.34,0
1014,75.67,29.18,62.35,3.63,2.42,1
1015,59.71,53.08,33.51,2.93,2.23,0
1016,71.44,62.6,66.35,2.59,4.73,0
1017,67.7,33.72,49.18,4.63,3.86,0
1018,57.82,65.73,33.84,1.93,4.72,0
1019,88.49,56.13,39.28,3.01,2.04,0
1020,80.73,77.67,61.78,4.47,4.46,0
1021,67.9,45.33,52.9,3.52,1.5,1
1022,69.15,50.65,55.84,1.61,1.55,0
1023,70.42,70.6,66.17,2.38,4.73,0
1024,65.02,45.98,33.39,2.89,2.38,0
1025,103.47,61.01,60.03,4.78,2.81,1
1026,67.84,31.97,56.15,3.06,1.14,1
1027,71.78,71.98,44.42,3.13,3.18,0
1028,68.12,70.87,36.14,3.75,3.97,1
1029,57.08,54.04,33.24,1.93,3.43,0
1030,62.67,58.75,45.56,2.12,1.72,0
1031,85.6,43.45,58.01,1.28,0.53,0
1032,71.74,60.89,67.03,3.47,3.24,0
1033,79.15,50.72,37.82,1.15,4.43,1
1034,79.57,55.97,79.03,3.78,3.36,0
1035,79.59,73.77,39.36,1.59,3.1,0
1036,68.06,52.08,63.05,4.81,0.89,0
1037,91.89,72.71,41.1,4.08,1.38,1
1038,84.21,58.34,47.39,3.25,3.75,0
1039,79.76,68.67,36.92,1.31,2.84,0
1040,77.51,37.99,49.44,4.41,3.12,0
1041,61.23,56.43,50.61,3.22,2.13,0
1042,83.29,52.37,43.83,4.35,1.48,0
1043,73.68,32.57,59.2,4.18,2.81,0
1044,66.9,62.06,35.82,3.76,1.87,0
1045,64.79,73.33,48.57,2.03,4.46,0
1046,84.82,32.45,47.16,1.42,1.02,1
1047,61.03,42.29,42.78,2.78,0.84,0
1048,71.01,28.92,69.17,1.54,2.83,0
1049,76.6,18.52,33.34,3.64,4.93,0
1050,73.52,48.22,59.37,4.54,1.65,0
1051,79.16,56.07,66.6,3.16,4.89,0
1052,86.75,50.54,55.84,2.48,0.68,0
1053,81.19,36.3,35.82,2.34,4.73,0
1054,75.65,34.85,67.65,1.72,1.49,0
1055,70.54,38.32,69.26,4.3,4.19,0
1056,60.67,48.36,53.61,2.18,1.93,0
1057,74.36,41.48,52.48,4.57,2.04,0
1058,71.25,49.9,47.82,2.55,1.76,0
1059,80.28,90.07,45.91,4.8,2.81,1
1060,73.64,60.71,30.41,4.14,2.26,0
1061,85.4,58.9,37.51,3.11,0.6,0
1062,70.6,52.92,69.81,1.95,4.35,0
1063,69.4,67.62,46.66,4.77,4.61,1
1064,79.23,40.7,47.58,1.71,1.91,1
1065,76.08,40.02,38.55,1.4,2.16,1
1066,78.8,62.29,30.4,4.94,3.7,0
1067,73.68,49.38,66.29,1.51,1.66,1
1068,75.26,49.35,78.28,4.6,3.41,0
1069,72.04,68.25,39.2,1.9,0.62,0
1070,76.33,74.07,34.96,4.03,3.58,0
1071,87.36,38.53,75.05,2.06,3.44,1
1072,69.91,24.28,75.07,1.8,4.47,0
1073,68.94,37.11,42.89,2.79,3.43,0
1074,78.2,40.96,34.2,2.15,2.38,0
1075,73.15,47.48,34.01,1.72,3.95,1
1076,89.13,31.43,38.5,1.99,3.69,0
1077,82,59.52,56.32,3.56,2.26,0
1078,83.55,59.64,67.78,4.22,0.59,0
1079,84.45,37.05,42,1.65,4.09,0
1080,68.44,51.09,70.92,3.56,1.66,0
1081,76.13,71.35,39.3,4.49,4.87,0
1082,81.77,46.98,42.68,4.75,1.44,1
1083,75.05,73.41,77.59,1.73,4.68,0
1084,66.03,63.57,71.05,1.68,1.94,0
1085,84.28,48.48,50.7,2.43,1.57,0
1086,73.25,60.43,72.19,1.74,1.64,0
1087,78.02,28.2,50.79,3.09,0.62,1
1088,80.82,37.09,38.07,1.14,3.14,0
1089,90.13,41.71,78.12,3.45,0.98,1
1090,77.04,57.55,62.44,2.61,4.73,0
1091,54.84,60.87,70.62,1.99,4.36,0
1092,76.82,46.77,45.99,4.22,4.2,0
1093,77.81,59.99,62.16,1.38,1.66,0
1094,58.32,37.57,47.31,3.01,3.56,0
1095,89.72,70.49,45.35,4.34,4.08,0
1096,48.52,47.32,33.09,2.35,3.01,1
1097,80.8,50.96,33.93,4.1,2.11,0
1098,59.69,59.07,39.97,1.62,3.91,0
1099,85.69,38.84,62.05,2.1,4.85,1
1100,80.65,47.48,43.37,2.7,2.66,0
1101,89.75,32.3,52.88,2.35,2.18,0
1102,80.18,64.49,64.37,3.06,4.18,0
1103,78.54,33.02,78.82,2.84,1.11,0
1104,71.72,64.06,38.33,4.72,4.49,0
1105,57.65,59.94,45.81,4.26,0.83,0
1106,96.8,57.34,70.78,1.51,1.12,1
1107,70.16,52.79,52.13,1.44,2.17,0
1108,78.38,48.4,38.57,1.03,0.78,0
1109,66.77,35.84,38.92,3.33,4.99,0
1110,64.27,48.19,53.07,1.63,2.62,0
1111,75.6,62.85,47.49,2.24,2.6,1
1112,79.16,54.3,53.98,4.42,4.85,0
1113,92.57,36.96,46.02,3.81,1.71,1
1114,85.06,39,50.49,1.31,0.7,0
1115,77.81,34.91,38.57,4.69,2.81,0
1116,74.4,64.87,45.31,4.48,1.92,0
1117,78.45,50.75,33.55,3.33,0.83,1
1118,72.39,55.68,64.43,4.73,1.43,0
1119,77.59,55.19,62.45,2.4,1.96,0
1120,67.04,27.1,77.53,4.01,4.3,0
1121,69.46,60.58,69.21,4.49,4.43,0
1122,74.49,22.18,53.51,1.65,4.87,0
1123,78.24,61.91,71.76,4.9,1.32,0
1124,73.81,55.98,51.08,1.49,3.72,1
1125,76.93,46.57,31.8,4.89,1.45,0
1126,65.88,33.56,38.45,2.97,3.07,0
1127,62.99,41.88,48.34,1.05,4.12,0
1128,74.5,53.42,63.6,4.32,3.75,0
1129,58.13,50.63,49.73,2.65,1.01,0
1130,83.6,62.06,73.77,2.94,4.83,1
1131,61.25,43.95,61.08,1.51,3.55,0
1132,71.09,25.41,39.77,2.77,3.26,0
1133,80.03,51.42,34.81,3.61,1.97,0
1134,84.16,66.72,78.03,1.96,2.33,0
1135,81.42,91.45,65.61,3.76,0.89,1
1136,79.85,79.24,33.83,2.71,1.92,0
1137,100.72,76.36,50.65,1.3,2.96,1
1138,64.47,29.76,31.93,4.72,1.23,1
1139,78.14,25.22,38.79,4.86,0.62,0
1140,81.33,62.32,69.04,2.53,4.14,0
1141,78.57,65.84,53.59,2.57,1.69,1
1142,70.36,36.26,65.03,2,2.58,0
1143,80.45,57.07,30.91,2.96,0.92,0
1144,79.75,41.94,40.83,3.35,0.57,0
1145,87.44,74.69,31.48,1.22,3.29,0
1146,79.73,47.41,45.85,3.48,4.56,0
1147,56,37.28,49.28,1.02,2.7,0
1148,82.89,51.33,55.18,2.97,2.62,0
1149,70.99,61.12,41.26,1.97,2.58,0
1150,73.1,62.61,30.32,2.36,1.22,0
1151,63.57,45.54,59.37,3.41,4.43,0
1152,76.36,36.63,74.94,1.26,2.03,1
1153,94.74,59.08,38.18,3.11,2.13,1
1154,85.67,56.58,69.61,4.67,3.98,0
1155,63.15,50.98,78.87,1.66,3.82,0
1156,73,53.42,52.07,3.39,2.47,0
1157,85.09,45.67,68.05,2.73,3.87,0
1158,73.21,62.48,56.36,4.92,1.04,0
1159,54.53,25.53,45.92,1.19,3.49,0
1160,69.54,61.71,48.25,4.37,2.13,0
